model_name,model_version,train_accuracy,test_accuracy,precision_macro,recall_macro,f1_macro
glove-static-frozen,0.3.0,0.5638147427965353,0.5095592140201806,0.5029307601165568,0.49714735100187973,0.4921394287286325
static-pretrain-frozen,0.3.0,0.7330740675269578,0.6100637280934679,0.6080490487783006,0.5982415371760357,0.5992099159908155
